,category,company
1154,minus_five,NYCB
1155,minus_five,NYRT
1156,minus_five_ten,NYT
1157,plus_five,NWL
1158,plus_five,NFX
1159,plus_five_ten,NEU
1160,plus_five,NEM
1161,plus_five,NWSA
1162,minus_ten,NXST
1163,plus_five,NEE
1164,plus_five,NEP
1165,minus_ten,NGL
1166,plus_five,EGOV
1167,plus_five,NLSN
1168,minus_five_ten,NKE
1169,minus_five,NI
1170,plus_five,NE
1171,minus_ten,NBL
1172,plus_five_ten,NMR
1173,minus_ten,NDSN
1174,minus_ten,JWN
1175,plus_five,NSC
1176,plus_five,NTRS
1177,plus_five,NOC
1178,plus_five,NSAM
1179,plus_five,NRF
1180,plus_five,NWBI
1181,plus_five,NWN
1182,minus_five,NWE
1183,minus_five,NCLH
1184,plus_five_ten,NG
1185,plus_five,NVS
1186,minus_five,DNOW
1187,minus_five,NRG
1188,plus_five,NUS
1189,minus_five_ten,NUAN
1190,minus_five,NUE
1191,plus_five,NS
1192,minus_ten,NSH
1193,plus_five,NTNX
1194,plus_five,NUVA
1195,plus_five,NVDA
1196,minus_five,NVR
1197,minus_five,NXTM
1198,plus_five,ORLY
1199,minus_five,OAK
1200,minus_ten,OAS
1201,minus_ten,OXY
1202,plus_five_ten,OII
1203,minus_five,OCLR
1204,plus_five,ODP
1205,plus_five,OGE
1206,minus_ten,OIS
1207,plus_five,ODFL
1208,minus_five_ten,ONB
1209,plus_five_ten,ORI
1210,minus_five,OLN
1211,plus_five,OLLI
1212,plus_five,OMAM
1213,plus_five,OHI
1214,plus_five,OMCL
1215,minus_five_ten,OMC
1216,minus_five_ten,ASGN
1217,plus_five,ON
1218,plus_five,OGS
1219,plus_five,OB
1220,plus_five,OMF
1221,minus_ten,OKE
1222,plus_five,OKS
1223,plus_ten,OPHT
1224,minus_five_ten,OPK
1225,plus_five,ORCL
1226,plus_five,OA
1227,plus_five,ORA
1228,plus_five,OSK
1229,minus_five_ten,OSIS
1230,minus_five,OTTR
1231,plus_five,OUT
1232,minus_five,OMI
1233,minus_five,OC
1234,plus_five,OI
1235,plus_five_ten,OXM
1236,minus_five_ten,PCAR
1237,minus_five,PCRX
1238,minus_five_ten,PKG
1239,minus_five_ten,PACW
1240,minus_five_ten,PANW
1241,minus_five,P
1242,plus_five_ten,PNRA
1243,minus_five,PZZA
1244,minus_five,PGRE
1245,minus_five,PRXL
1246,plus_five,PRK
1247,plus_five,PH
1248,minus_five_ten,PE
1249,plus_five,PRTY
1250,plus_ten,PTHN
1251,plus_ten,PEGI
1252,minus_five,PDCO
1253,minus_five,PTEN
1254,plus_five,PAYX
1255,minus_five,PAYC
1256,minus_five_ten,PCTY
1257,plus_five,PYPL
1258,plus_five,PBF
1259,minus_five_ten,PDCE
1260,minus_five,PEB
1261,plus_ten,PEGA
1262,minus_five,PENN
1263,plus_five,PEI
1264,minus_five_ten,PAG
1265,minus_ten,PNR
1266,minus_five,PEN
1267,minus_five,PBCT
1268,minus_five,PEP
1269,minus_five,PKI
1270,plus_five,PRGO
1271,minus_five,PFE
1272,minus_five,PCG
1273,minus_five,PM
1274,minus_ten,PSX
1275,plus_five_ten,PSXP
1276,minus_five,DOC
1277,plus_five,PDM
1278,plus_five,PPC
1279,minus_five_ten,PNFP
1280,minus_five,PF
1281,plus_five,PNW
1282,minus_ten,PXD
1283,plus_five,PJC
1284,plus_five_ten,PBI
1285,minus_five,PAA
1286,plus_ten,PLNT
1287,plus_ten,PLT
1288,minus_five,PAH
1289,minus_five,PLXS
1290,minus_five,PNC
1291,plus_five,PNM
1292,minus_ten,PII
1293,minus_ten,POL
1294,minus_five,POOL
1295,minus_five_ten,PLKI
1296,minus_five_ten,BPOP
1297,plus_five,POR
1298,plus_five_ten,POST
1299,minus_five,PCH
1300,minus_five,POWI
1301,plus_five,PPG
1302,plus_five,PPL
1303,minus_ten,PRAA
1304,plus_five,PRAH
1305,plus_five,PX
1306,plus_five,PINC
1307,plus_ten,PBH
1308,minus_five,PCLN
1309,minus_ten,PSMT
1310,minus_five_ten,PRI
1311,plus_five,PRIM
1312,minus_ten,PFG
1313,minus_five_ten,PVTB
1314,minus_five,PRA
1315,plus_five,PG
1316,plus_five_ten,PRGS
1317,plus_five,PGR
1318,minus_five,PLD
1319,plus_five,PFPT
1320,minus_ten,PB
1321,plus_five,PRTA
1322,minus_five,PRLB
1323,plus_five,PFS
1324,plus_five,PRU
1325,plus_five,PSB
1326,plus_five,PTC
1327,plus_five,PEG
1328,plus_five,PSA
1329,minus_five,PHM
1330,plus_five,PBYI
1331,plus_five,PVH
1332,plus_five,QTWO
1333,plus_five_ten,QEP
1334,minus_five,QRVO
1335,plus_five_ten,QTS
1336,plus_five_ten,QUAD
1337,minus_five_ten,KWR
1338,plus_five,QCOM
1339,minus_ten,QLYS
1340,minus_five,PWR
1341,plus_five,DGX
1342,minus_five,Q
1343,plus_five,RDN
1344,minus_ten,RDUS
1345,plus_five,RL
1346,minus_five,RMBS
1347,minus_five,RPT
1348,minus_ten,RRC
1349,minus_five,RJF
1350,minus_five_ten,RYN
1351,plus_five,RTN
1352,plus_five,ROLL
1353,minus_five,RLGY
1354,plus_five,RP
1355,plus_five,O
1356,plus_five,RHT
1357,plus_five,RRR
1358,plus_five,RWT
1359,minus_five,RBC
1360,plus_five_ten,RGC
1361,minus_five,REG
1362,minus_five,REGN
1363,minus_five_ten,RF
1364,plus_five,RGA
1365,plus_five,RS
1366,plus_five,RNR
1367,minus_five_ten,RNST
1368,minus_five,RSG
1369,plus_five,RMD
1370,plus_five,RH
1371,plus_five,ROIC
1372,plus_five,RPAI
1373,plus_five,REV
1374,minus_five,REXR
1375,minus_five,RXN
1376,plus_five,RAI
1377,minus_ten,RICE
1378,minus_five,RMP
1379,plus_five,RNG
1380,plus_five,RBA
1381,minus_five,RAD
1382,plus_five,RLI
1383,minus_ten,RLJ
1384,plus_five,RMR
1385,minus_five_ten,RHI
1386,plus_five,ROK
1387,minus_five,COL
1388,plus_ten,ROG
1389,plus_five,ROL
1390,minus_five,ROP
1391,plus_five,ROST
1392,plus_five,RDC
1393,plus_five,RBS
1394,plus_five,RCL
1395,plus_five,RGLD
1396,plus_five_ten,RES
1397,minus_five_ten,RPM
1398,plus_five,RRD
1399,minus_ten,RSPP
1400,minus_five,R
1401,minus_five,RHP
1402,minus_five,SPGI
1403,minus_five_ten,STBA
1404,minus_five,SBRA
1405,plus_five,SABR
1406,plus_ten,SAGE
1407,minus_five,SAIA
1408,plus_five,CRM
1409,plus_five_ten,SBH
1410,plus_five_ten,SAFM
1411,plus_five,SANM
1412,minus_five_ten,SNY
1413,plus_five,SC
1414,plus_five,SAP
1415,minus_five_ten,SRPT
1416,plus_five,BFS
1417,minus_five,SBAC
1418,minus_five,SCG
1419,minus_ten,SLB
1420,plus_five,SCHL
1421,minus_ten,SWM
1422,plus_five,SAIC
1423,minus_five,SGMS
1424,minus_five_ten,SMG
1425,plus_five,SNI
1426,plus_five,SEB
1427,minus_five_ten,CKH
1428,plus_five,STX
1429,minus_five,SEE
1430,minus_five_ten,SHLD
1431,plus_five,SGEN
1432,plus_five,SEAS
1433,plus_five,SEIC
1434,plus_five,SIR
1435,minus_five,SEM
1436,plus_five,SIGI
1437,minus_five,SEMG
1438,plus_five,SRE
1439,minus_five_ten,SMTC
1440,plus_five,SNH
1441,plus_five,ST
1442,minus_five_ten,SXT
1443,minus_five,SRG
1444,minus_five_ten,SCI
1445,plus_five,SERV
1446,plus_five,NOW
1447,minus_five,SFBS
1448,minus_ten,SHAK
1449,minus_five,SHLX
1450,minus_ten,SHEN
1451,minus_five_ten,SHW
1452,plus_five,SFLY
1453,plus_five,SSTK
1454,minus_five,SIG
1455,minus_five_ten,SLGN
1456,plus_five,SLAB
1457,minus_ten,SFNC
1458,plus_five,SPG
1459,plus_five,SSD
1460,minus_five_ten,SBGI
1461,minus_five,SIRI
1462,plus_five,SITE
1463,plus_five,SIX
1464,minus_five,SJW
1465,minus_five,SKX
1466,minus_five_ten,SKYW
1467,minus_five_ten,SWKS
1468,plus_five,SLG
1469,minus_five,SLM
1470,minus_ten,SM
1471,plus_ten,SWHC
1472,minus_five,SNA
1473,minus_five,LNCE
1474,plus_five,SOHU
1475,plus_five,SONC
1476,plus_five_ten,SON
1477,minus_five_ten,BID
1478,plus_five,SJI
1479,minus_five_ten,SSB
1480,plus_five,SO
1481,plus_five,SCCO
1482,minus_five_ten,LUV
1483,minus_five,SWX
1484,minus_ten,SWN
1485,plus_ten,ONCE
1486,plus_ten,SPTN
1487,plus_five,SE
1488,plus_ten,SEP
1489,plus_five_ten,SPB
1490,plus_five,SR
1491,minus_five_ten,SPR
1492,plus_five,SAVE
1493,plus_five,SRC
1494,plus_five,SPLK
1495,minus_ten,S
1496,minus_five_ten,SFM
1497,plus_ten,SPSC
1498,minus_ten,FLOW
1499,plus_five,SQ
1500,plus_five,SSNC
1501,minus_five,JOE
1502,plus_five_ten,STJ
1503,minus_five_ten,STAG
1504,minus_five,STMP
1505,minus_five_ten,SMP
1506,minus_five_ten,SXI
1507,plus_five_ten,SWK
1508,plus_five,SPLS
1509,plus_five,SBUX
1510,plus_five,STWD
1511,plus_five_ten,STRZA
1512,minus_five_ten,STT
1513,minus_five,STLD
1514,minus_ten,SCS
1515,minus_five_ten,SCL
1516,plus_five,SRCL
1517,plus_five,STE
1518,minus_five_ten,STL
1519,minus_five,SHOO
1520,minus_five_ten,SF
1521,plus_five,SWC
1522,plus_five,STOR
1523,minus_five,SYK
1524,minus_five,SPH
1525,minus_ten,INN
1526,minus_five_ten,SUM
1527,plus_five,SMLP
1528,plus_five,SUI
1529,plus_five,SLF
1530,minus_five,SXL
1531,minus_ten,SUN
1532,minus_five_ten,SHO
1533,plus_five,STI
1534,plus_five,SMCI
1535,minus_ten,SPN
1536,plus_five,SVU
1537,plus_ten,SCAI
1538,minus_five_ten,SIVB
1539,plus_five,SWFT
1540,minus_five,SYKE
1541,plus_five_ten,SYMC
1542,plus_ten,SYNA
1543,minus_ten,SNCR
1544,minus_five_ten,SYF
1545,minus_ten,SYRG
1546,plus_ten,SNX
1547,minus_five,SNPS
1548,minus_five,SNV
1549,minus_five_ten,SYNT
1550,minus_five,SYY
1551,plus_five_ten,TMUS
1552,plus_five,TROW
1553,plus_ten,DATA
1554,minus_five,TTWO
1555,plus_five,TLN
1556,minus_ten,TEGP
1557,minus_ten,TEP
1558,plus_five,SKT
1559,minus_five,TRGP
1560,minus_five,TGT
1561,minus_five,TASR
1562,plus_five_ten,TCO
1563,minus_five,TMHC
1564,plus_five_ten,TCP
1565,plus_five,TCB
1566,minus_five_ten,AMTD
1567,minus_five,TEL
1568,plus_ten,TMH
1569,plus_ten,TECD
1570,plus_five,TTNDY
1571,plus_five,TGNA
1572,plus_ten,TDY
1573,minus_five,TFX
1574,minus_five_ten,TDS
1575,plus_ten,TTEC
1576,minus_five,TPX
1577,plus_five,THC
1578,plus_five,TNC
1579,plus_five,TEN
1580,minus_five,TDC
1581,plus_five,TER
1582,minus_ten,TEX
1583,plus_five,TNH
1584,minus_five,TERP
1585,minus_five,TRNO
1586,plus_five,TSRO
1587,plus_five,TSLA
1588,plus_five_ten,TSO
1589,plus_five,TDG
1590,plus_five,RIG
1591,plus_five,TRU
1592,minus_five,TRV
1593,minus_five,TVPT
1594,plus_five,THS
1595,minus_ten,TREX
1596,minus_ten,TPH
1597,minus_five,TRCO
